Time [],C1.V [],L1.I []
0.00048,12.2016329,2.398034227
0.0004801,12.20143984,2.397631155
0.0004806,12.2004294,2.39562686
0.0004816,12.19832747,2.391639292
0.0004826,12.19606511,2.387695366
0.0004836,12.19364582,2.383798257
0.0004846,12.19107322,2.379951066
0.0004849,12.19027201,2.378807031
0.000485,12.19000196,2.378426757
0.0004851,12.18973043,2.378047024
0.0004856,12.18833264,2.376163698
0.0004866,12.18546514,2.37242572
0.0004876,12.18245577,2.368746511
0.0004886,12.17930856,2.365128868
0.0004896,12.17602759,2.361575506
0.0004899,12.17501774,2.360522371
0.00049,12.17467854,2.360172674
0.0004901,12.17433807,2.359823657
0.0004906,12.1726012,2.358097645
0.0004916,12.16906586,2.354680975
0.0004926,12.16540955,2.351336221
0.0004936,12.16163665,2.348065759
0.0004946,12.15775165,2.344871876
0.0004949,12.15656486,2.343928927
0.000495,12.15616713,2.343616194
0.0004951,12.15576834,2.343304259
0.0004956,12.15374602,2.341766798
0.0004966,12.14965102,2.338732828
0.0004976,12.14545768,2.335781741
0.0004986,12.14117067,2.332915458
0.0004996,12.13679472,2.330135804
0.0004999,12.13546519,2.329319025
0.0005,12.13502035,2.329048538
0.0005001,12.13457469,2.328778943
0.0005006,12.13232448,2.327455699
0.0005016,12.12778558,2.324854598
0.0005026,12.12317212,2.322345021
0.0005036,12.11848897,2.31992841
0.0005046,12.11374098,2.317606111
0.0005049,12.11230456,2.316927974
0.000505,12.11182457,2.316703845
0.0005051,12.11134401,2.316480676
0.0005056,12.10892597,2.315391417
0.0005066,12.10406358,2.313261521
0.0005076,12.09915104,2.311229375
0.0005086,12.09419323,2.309295932
0.0005096,12.08919505,2.307462049
0.0005099,12.08768835,2.3069314
0.00051,12.08718543,2.306756526
0.0005101,12.08668217,2.306582658
0.0005106,12.08415738,2.305741084
0.0005116,12.07909373,2.304108573
0.0005126,12.07400434,2.302577592
0.0005136,12.06889403,2.301148608
0.0005146,12.06376763,2.299821992
0.0005149,12.06222718,2.299444008
0.000515,12.06171349,2.299320067
0.0005151,12.0611997,2.299197154
0.0005156,12.05862891,2.298610865
0.0005166,12.05348522,2.297489723
0.0005176,12.04833968,2.296471474
0.0005186,12.04319696,2.295556108
0.0005196,12.03806168,2.294743521
0.0005199,12.03652314,2.294519767
0.00052,12.03601054,2.294447233
0.0005201,12.03549809,2.294375725
0.0005206,12.03294033,2.294046321
0.0005216,12.02783419,2.293438576
0.0005226,12.02274907,2.292932744
0.0005236,12.01768937,2.292528359
0.0005246,12.01265945,2.292224871
0.0005249,12.01115683,2.292153422
0.000525,12.01065665,2.292131609
0.0005251,12.01015683,2.292110795
0.0005256,12.00766821,2.292034113
0.0005266,12.00271113,2.29193032
0.0005276,11.99779645,2.291925244
0.0005286,11.99292823,2.292017997
0.0005296,11.98811045,2.292207611
0.0005299,11.98667546,2.292283253
0.00053,11.98619822,2.292310379
0.0005301,11.98572155,2.292338459
0.0005306,11.98335415,2.292504918
0.0005316,11.97864935,2.292884883
0.0005326,11.97400645,2.293358325
0.0005336,11.96942906,2.29392397
0.0005346,11.96492076,2.294580472
0.0005349,11.96358218,2.294794963
0.000535,11.96313745,2.294868243
0.0005351,11.96269346,2.294942412
0.0005356,11.96049433,2.295337469
0.0005366,11.95613485,2.296171177
0.0005376,11.9518545,2.297091284
0.0005386,11.94765644,2.298096174
0.0005396,11.94354372,2.299184173
0.0005399,11.94232692,2.29952656
0.00054,11.9419231,2.299642311
0.0005401,11.94152018,2.299758867
0.0005406,11.93953057,2.300363562
0.0005416,11.93559762,2.30161228
0.0005426,11.93175853,2.302938718
0.0005436,11.92801591,2.304340974
0.0005446,11.92437228,2.305817092
0.0005449,11.92329881,2.306274078
0.000545,11.92294302,2.306427837
0.0005451,11.92258826,2.306582305
0.0005456,11.92084292,2.307373876
0.0005466,11.91740464,2.308991401
0.0005476,11.9140722,2.310676632
0.0005486,11.91084766,2.312427433
0.0005496,11.90773296,2.314241627
0.0005499,11.9068202,2.314797967
0.00055,11.90651819,2.314984629
0.0005501,11.9062173,2.315171894
0.0005506,11.90474402,2.316124454
0.0005516,11.90185455,2.318058468
0.0005526,11.89908002,2.320049122
0.0005536,11.8964219,2.322094103
0.0005546,11.89388155,2.324191069
0.0005549,11.89314257,2.324829996
0.000555,11.89289862,2.325043955
0.0005551,11.89265588,2.325258401
0.0005556,11.89147516,2.326343649
0.0005566,11.88917405,2.328537157
0.0005576,11.88699403,2.330775476
0.0005586,11.88493597,2.333056176
0.0005596,11.88300065,2.33537681
0.0005599,11.88244407,2.336080475
0.00056,11.88226101,2.336315771
0.0005601,11.88207919,2.336551431
0.0005606,11.88120416,2.337739389
0.0005616,11.87951615,2.340132186
0.0005626,11.87795242,2.3425575
0.0005636,11.87651327,2.345012843
0.0005646,11.87519886,2.347495722
0.0005649,11.87482888,2.348245638
0.000565,11.87470805,2.348496102
0.0005651,11.87458846,2.348746806
0.0005656,11.87402486,2.350006557
0.0005666,11.87296001,2.352536708
0.0005676,11.87201973,2.355086911
0.0005686,11.87120375,2.357654676
0.0005696,11.87051168,2.360237522
0.0005699,11.87032817,2.361015002
0.00057,11.87026946,2.361274405
0.0005701,11.87021199,2.361533923
0.0005706,11.86995841,2.362834339
0.0005716,11.8695125,2.36543963
0.0005726,11.86918868,2.368052618
0.0005736,11.86898615,2.37067087
0.0005746,11.86890398,2.373291969
0.0005749,11.86890268,2.374078548
0.000575,11.86890463,2.374340741
0.0005751,11.86890777,2.374602929
0.0005756,11.868956,2.375913369
0.0005766,11.86911129,2.378532696
0.0005776,11.8693836,2.381147747
0.0005786,11.86977162,2.383756195
0.0005796,11.87027395,2.386355739
0.0005799,11.87044676,2.387133577
0.00058,11.87050661,2.387392624
0.0005801,11.87056759,2.38765155
0.0005806,11.87090309,2.388942519
0.0005816,11.8716293,2.391517195
0.0005826,11.87246508,2.394076251
0.0005836,11.8734087,2.396617513
0.0005846,11.87445831,2.399138843
0.0005849,11.87479362,2.399891087
0.000585,11.87490747,2.400141386
0.0005851,11.87502235,2.400391457
0.0005856,11.87562486,2.401635208
0.0005866,11.87688041,2.404110155
0.0005876,11.878236,2.406558991
0.0005886,11.87968949,2.408979736
0.0005896,11.88123868,2.411370455
0.0005899,11.88172182,2.412081573
0.00059,11.88188472,2.412317967
0.0005901,11.88204855,2.412554033
0.0005906,11.88289279,2.413725106
0.0005916,11.88462623,2.416049915
0.0005926,11.88644837,2.418339169
0.0005936,11.88835676,2.420591118
0.0005946,11.8903489,2.422804061
0.0005949,11.89096255,2.423460127
0.000595,11.89116871,2.423677996
0.0005951,11.89137568,2.423895451
0.0005956,11.89243215,2.42497113
0.0005966,11.89458371,2.427100971
0.0005976,11.89681119,2.429187022
0.0005986,11.89911188,2.431227792
0.0005996,11.90148303,2.433221843
0.0005999,11.90220776,2.43381077
0.0006,11.90245068,2.434006112
0.0006001,11.90269427,2.434200967
0.0006006,11.90393008,2.435161666
0.0006016,11.90643342,2.437058031
0.0006026,11.90899877,2.438903709
0.0006036,11.91162324,2.440697489
0.0006046,11.91430393,2.442438217
0.0006049,11.91511873,2.442949949
0.000605,11.91539138,2.443119439
0.0006051,11.91566456,2.443288383
0.0006056,11.91704431,2.44411794
0.0006066,11.91982823,2.445749215
0.0006076,11.9226595,2.447324337
0.0006086,11.92553514,2.448842391
0.0006096,11.92845212,2.450302518
0.0006099,11.9293349,2.450729157
0.00061,11.92962992,2.450870192
0.0006101,11.9299253,2.451010637
0.0006106,11.93141199,2.451696517
0.0006116,11.93440226,2.453038375
0.0006126,11.93742483,2.454320104
0.0006136,11.94047667,2.455541089
0.0006146,11.94355475,2.456700775
0.0006149,11.94448291,2.457036661
0.000615,11.94479275,2.457147386
0.0006151,11.94510281,2.45725749
0.0006156,11.9466587,2.457790904
0.0006166,11.94977983,2.458826518
0.0006176,11.95291815,2.459799538
0.0006186,11.95607069,2.46070965
0.0006196,11.95923444,2.461556599
0.0006199,11.96018538,2.461798339
0.00062,11.96050251,2.461877651
0.0006201,11.96081972,2.461956329
0.0006206,11.96240724,2.462332257
0.0006216,11.9655842,2.463052343
0.0006226,11.96876355,2.463708865
0.0006236,11.9719424,2.464301805
0.0006246,11.97511788,2.464831203
0.0006249,11.9760695,2.46497764
0.000625,11.97638658,2.465025184
0.0006251,11.97670357,2.465072094
0.0006256,11.97828612,2.465289233
0.0006266,11.981446,2.465691912
0.0006276,11.98459408,2.466031511
0.0006286,11.98772761,2.466308294
0.0006296,11.9908439,2.466522579
0.0006299,11.99177508,2.466574722
0.00063,11.99208506,2.466590862
0.0006301,11.99239484,2.466606382
0.0006306,11.99393756,2.466667007
0.0006316,11.99701107,2.46675752
0.0006326,12.00005949,2.466786815
0.0006336,12.00308027,2.466755417
0.0006346,12.00607093,2.466663905
0.0006349,12.00696194,2.466624807
0.000635,12.00725829,2.466610586
0.0006351,12.0075543,2.466595774
0.0006356,12.00902476,2.466505526
0.0006366,12.01194765,2.466295802
0.0006376,12.01483327,2.466027993
0.0006386,12.01767937,2.465702866
0.0006396,12.02048372,2.465321235
0.0006399,12.02131661,2.465195835
0.00064,12.02159336,2.465152924
0.0006401,12.02186965,2.465109461
0.0006406,12.0232385,2.464877076
0.0006416,12.02595268,2.464385165
0.0006426,12.02861882,2.46383945
0.0006436,12.03123495,2.463240912
0.0006446,12.03379915,2.462590571
0.0006449,12.03455804,2.462385499
0.000645,12.03480993,2.462316131
0.0006451,12.03506126,2.46224626
0.0006456,12.03630269,2.461883233
0.0006466,12.03875732,2.461132633
0.0006476,12.04115468,2.460333513
0.0006486,12.04349311,2.459487035
0.0006496,12.04577103,2.458594394
0.0006499,12.04644242,2.458317754
0.00065,12.04666496,2.458224646
0.0006501,12.04688688,2.458131094
0.0006506,12.04797906,2.457651304
0.0006516,12.05013131,2.4566702
0.0006526,12.05221874,2.455646699
0.0006536,12.05424004,2.454582111
0.0006546,12.05619397,2.453477771
0.0006549,12.05676687,2.453138889
0.000655,12.05695646,2.453025165
0.0006551,12.05714536,2.452911064
0.0006556,12.05807073,2.452330356
0.0006566,12.0598864,2.451150785
0.0006576,12.06163147,2.449935606
0.0006586,12.06330498,2.448686242
0.0006596,12.06490607,2.447404131
0.0006599,12.06537218,2.447013297
0.00066,12.06552608,2.446882398
0.0006601,12.06567924,2.446751193
0.0006606,12.06642474,2.446086946
0.0006616,12.06787861,2.444743912
0.0006626,12.06925791,2.443372547
0.0006636,12.07056206,2.441974347
0.0006646,12.07179058,2.440550821
0.0006649,12.07214433,2.440119016
0.000665,12.07226072,2.439974611
0.0006651,12.07237635,2.439829974
0.0006656,12.07293348,2.439100639
0.0006666,12.07400947,2.43763121
0.0006676,12.07500875,2.436141028
0.0006686,12.07593113,2.434631629
0.0006696,12.07677647,2.433104553
0.0006699,12.07701503,2.432643179
0.00067,12.07709301,2.43248907
0.0006701,12.07717022,2.432334807
0.0006706,12.07753504,2.431559457
0.0006716,12.07822616,2.430001845
0.0006726,12.07884024,2.428431181
0.0006736,12.07937744,2.426849004
0.0006746,12.07983796,2.42525685
0.0006749,12.07996119,2.424777453
0.000675,12.08000074,2.42461749
0.0006751,12.08003953,2.42445745
0.0006756,12.08021255,2.423655325
0.0006766,12.08052066,2.422047992
0.0006776,12.08075312,2.420435255
0.0006786,12.08091042,2.418818619
0.0006796,12.08099309,2.417199584
0.0006799,12.08100341,2.416713595
0.00068,12.08100538,2.416551586
0.0006801,12.0810066,2.416389574
0.0006806,12.08099254,2.415579648
0.0006816,12.0809279,2.413960444
0.0006826,12.08079063,2.412343259
0.0006836,12.0805815,2.410729537
0.0006846,12.08030136,2.409120709
0.0006849,12.08020358,2.408639194
0.000685,12.08016958,2.408478821
0.0006851,12.08013489,2.408318516
0.0006856,12.07994241,2.407519092
0.0006866,12.0795231,2.405924437
0.0006876,12.07903563,2.40433885
0.0006886,12.07848107,2.402763683
0.0006896,12.07786052,2.401200267
0.0006899,12.07766163,2.400733701
0.00069,12.07759404,2.400578445
0.0006901,12.07752581,2.400423325
0.0006906,12.07716713,2.399651654
0.0006916,12.07641827,2.3981158
0.0006926,12.07560705,2.396595547
0.0006936,12.07473476,2.395092128
0.0006946,12.07380275,2.393606753
0.0006949,12.07351167,2.39316481
0.000695,12.07341349,2.393017885
0.0006951,12.07331472,2.392871157
0.0006956,12.07280522,2.392143104
0.0006966,12.07175813,2.390697471
0.0006976,12.07065559,2.389273334
0.0006986,12.06949909,2.387871787
0.0006996,12.06829018,2.386493894
0.0006999,12.06791748,2.386085272
0.0007,12.06779224,2.385949562
0.0007001,12.06766649,2.385814103
0.0007006,12.06702419,2.385143861
0.0007016,12.06571539,2.383816465
0.0007026,12.06435896,2.382515722
0.0007036,12.06295658,2.381242566
0.0007046,12.06150992,2.379997901
0.0007049,12.06106751,2.379630169
0.000705,12.06091919,2.379508182
0.0007051,12.06077046,2.379386493
0.0007056,12.06001553,2.378786337
0.0007066,12.0584857,2.377601325
0.0007076,12.05691679,2.3764473
0.0007086,12.05531059,2.375325026
0.0007096,12.05366887,2.374235232
0.0007099,12.05316966,2.373914716
0.00071,12.05300259,2.373808544
0.0007101,12.05283518,2.373702706
0.0007106,12.05198939,2.373182812
0.0007116,12.05028231,2.372160095
0.0007126,12.04854518,2.37117182
0.0007136,12.04677985,2.37021857
0.0007146,12.04498817,2.36930089
0.0007149,12.04444576,2.369032588
0.000715,12.04426447,2.368943878
0.0007151,12.04408295,2.36885553
0.0007156,12.04316908,2.368423839
0.0007166,12.04133051,2.367578843
0.0007176,12.03947118,2.366770827
0.0007186,12.03759295,2.366000185
0.0007196,12.03569771,2.365267279
0.0007199,12.03512606,2.365054807
0.00072,12.03493521,2.364984746
0.0007201,12.03474422,2.364915067
0.0007206,12.03378559,2.364577211
0.0007216,12.03186214,2.363920733
0.0007226,12.02992727,2.363302839
0.0007236,12.02798283,2.362723738
0.0007246,12.02603066,2.362183604
0.0007249,12.02544374,2.36202918
0.000725,12.02524799,2.361978489
0.0007251,12.02505218,2.361928188
0.0007256,12.02407202,2.361687468
0.0007266,12.02211013,2.361225647
0.0007276,12.02014598,2.360803086
0.0007286,12.01818138,2.360419812
0.0007296,12.0162181,2.360075817
0.0007299,12.0156296,2.359980274
0.00073,12.0154335,2.359949211
0.0007301,12.01523744,2.35991854
0.0007306,12.01425845,2.359775955
0.0007316,12.01230331,2.359510338
0.0007326,12.01035473,2.359283757
0.0007336,12.00841441,2.359096066
0.0007346,12.00648404,2.358947082
0.0007349,12.00590707,2.358909908
0.000735,12.00571499,2.358898286
0.0007351,12.00552303,2.358887048
0.0007356,12.00456685,2.35884138
0.0007366,12.0026615,2.358769096
0.0007376,12.00077099,2.358734771
0.0007386,11.99889688,2.358738092
0.0007396,11.99704073,2.358778716
0.0007399,11.99648758,2.358798131
0.00074,11.99630359,2.35880534
0.0007401,11.9961198,2.358812917
0.0007406,11.99520661,2.358860851
0.0007416,11.99339107,2.358974874
0.0007426,11.99159794,2.359124984
0.0007436,11.98982863,2.359310718
0.0007446,11.98808453,2.359531587
0.0007449,11.98756639,2.359604634
0.000745,11.98739421,2.359629673
0.0007451,11.9872223,2.359655057
0.0007456,11.98637042,2.359791353
0.0007466,11.98468092,2.360080839
0.0007476,11.98302057,2.360403824
0.0007486,11.9813906,2.360759713
0.0007496,11.97979221,2.361147885
0.0007499,11.979319,2.361270551
0.00075,11.97916193,2.36131207
0.0007501,11.97900518,2.361353903
0.0007506,11.97823076,2.361571595
0.0007516,11.97669912,2.362022296
0.0007526,11.97520242,2.362503281
0.0007536,11.9737417,2.36301384
0.0007546,11.97231796,2.363553243
0.0007549,11.97189817,2.363720595
0.000755,11.971759,2.363776938
0.0007551,11.97162021,2.363833558
0.0007556,11.97093696,2.364124189
0.0007566,11.96959009,2.364718918
0.0007576,11.96828292,2.365340188
0.0007586,11.96701627,2.365987196
0.0007596,11.96579093,2.366659124
0.0007599,11.96543147,2.366865457
0.00076,11.9653125,2.366934713
0.0007601,11.96519395,2.367004207
0.0007606,11.96461294,2.367358077
0.0007616,11.96347244,2.368077224
0.0007626,11.96237531,2.368818746
0.0007636,11.96132216,2.369581771
0.0007646,11.96031352,2.370365415
0.0007649,11.96001968,2.370604415
0.000765,11.95992263,2.370684473
0.0007651,11.95982604,2.370764724
0.0007656,11.95935559,2.371171168
0.0007666,11.95843754,2.371993237
0.0007676,11.9575654,2.372833207
0.0007686,11.95673954,2.373690158
0.0007696,11.9559603,2.37456316
0.0007699,11.95573566,2.374828071
0.00077,11.95566171,2.374916674
0.0007701,11.95558824,2.375005424
0.0007706,11.95523384,2.375453086
0.0007716,11.95454865,2.376355261
0.0007726,11.95391079,2.377270667
0.0007736,11.9533204,2.378198355
0.0007746,11.95277759,2.379137375
0.0007749,11.95262403,2.37942117
0.000775,11.95257379,2.379515972
0.0007751,11.95252404,2.379610874
0.0007756,11.95228836,2.380087991
0.0007766,11.95184084,2.381046699
0.0007776,11.95144093,2.382013881
0.0007786,11.95108858,2.382988586
0.0007796,11.95078367,2.383969863
0.0007799,11.95070143,2.384265408
0.00078,11.95067497,2.384364031
0.0007801,11.95064897,2.384462707
0.0007806,11.95053195,2.384957388
0.0007816,11.95032139,2.385948855
0.0007826,11.95015769,2.386944064
0.0007836,11.95004057,2.387942081
0.0007846,11.9499697,2.388941978
0.0007849,11.94995742,2.389242197
0.000785,11.94995424,2.389342285
0.0007851,11.94995153,2.38944238
0.0007856,11.94995045,2.389942875
0.0007866,11.94997096,2.390943661
0.0007876,11.95003654,2.391943586
0.0007886,11.95014674,2.392941753
0.0007896,11.95030105,2.393937275
0.0007899,11.95035587,2.394235304
0.00079,11.95037502,2.394334574
0.0007901,11.9503946,2.394433804
0.0007906,11.95050432,2.394928761
0.0007916,11.95074512,2.395916266
0.0007926,11.9510283,2.396898532
0.0007936,11.95135323,2.397874717
0.0007946,11.95171924,2.398843992
0.0007949,11.95183696,2.399133323
0.000795,11.95187701,2.399229609
0.0007951,11.95191745,2.399325815
0.0007956,11.9521306,2.399804509
0.0007966,11.95257652,2.400757438
0.0007976,11.95306131,2.401701059
0.0007986,11.95358419,2.402634604
0.0007996,11.95414433,2.403557319
0.0007999,11.95431954,2.403831927
0.0008,11.95437866,2.403923229
0.0008001,11.95443815,2.404014413
0.0008006,11.95474537,2.404466959
0.0008016,11.95537738,2.405365731
0.0008026,11.95604404,2.406251517
0.0008036,11.95674443,2.407123632
0.0008046,11.95747763,2.407981412
0.0008049,11.95770386,2.408235867
0.000805,11.95777991,2.408320384
0.0008051,11.95785627,2.408404747
0.0008056,11.95824656,2.408822282
0.0008066,11.95904233,2.409649393
0.0008076,11.95986796,2.41046029
0.0008086,11.96072243,2.411254386
0.0008096,11.9616047,2.412031115
0.0008099,11.96187467,2.412260677
0.00081,11.96196519,2.412336837
0.0008101,11.96205598,2.412412816
0.0008106,11.96251699,2.412787646
0.0008116,11.96345157,2.41352796
0.0008126,11.96441077,2.414249337
0.0008136,11.9653935,2.414951294
0.0008146,11.96639864,2.415633373
0.0008149,11.96670441,2.415834063
0.000815,11.96680676,2.415900552
0.0008151,11.96690931,2.415966836
0.0008156,11.96742766,2.41629256
0.0008166,11.96847415,2.416933542
0.0008176,11.9695397,2.417553403
0.0008186,11.97062317,2.418151775
0.0008196,11.97172341,2.418728309
0.0008199,11.97205661,2.418896969
0.00082,11.97216799,2.418952744
0.0008201,11.97227951,2.419008297
0.0008206,11.97284114,2.419279885
0.0008216,11.97397135,2.41981176
0.0008226,11.97511488,2.420320898
0.0008236,11.97627058,2.420807043
0.0008246,11.9774373,2.421269965
0.0008249,11.97778931,2.421404285
0.000825,11.97790684,2.421448589
0.0008251,11.97802447,2.421492657
0.0008256,11.978615,2.421706507
0.0008266,11.97980013,2.422122356
0.0008276,11.98099282,2.422514426
0.0008286,11.98219191,2.422882579
0.0008296,11.98339627,2.423226697
0.0008299,11.98375846,2.423325233
0.00083,11.98387926,2.423357595
0.0008301,11.98400011,2.423389716
0.0008306,11.98460517,2.423543664
0.0008316,11.9858165,2.423839448
0.0008326,11.98702971,2.424110985
0.0008336,11.98824368,2.424358252
0.0008346,11.9894573,2.424581242
0.0008349,11.98982118,2.424643406
0.000835,11.98994244,2.424663643
0.0008351,11.99006368,2.424683637
0.0008356,11.99066921,2.424776944
0.0008366,11.99187872,2.424951465
0.0008376,11.99308465,2.425101831
0.0008386,11.99428592,2.425228126
0.0008396,11.99548149,2.425330452
0.0008399,11.99583892,2.425356491
0.00084,11.99595792,2.425364694
0.0008401,11.99607685,2.425372659
0.0008406,11.9966694,2.425405965
0.0008416,11.99785037,2.425460767
0.0008426,11.9990226,2.425492037
0.0008436,12.00018511,2.42549996
0.0008446,12.00133694,2.42548474
0.0008449,12.00168028,2.425475688
0.000845,12.00179449,2.425472213
0.0008451,12.00190858,2.42546851
0.0008456,12.0024756,2.425443754
0.0008466,12.00360312,2.425382967
0.0008476,12.00471718,2.425299764
0.0008486,12.0058169,2.425194423
0.0008496,12.0069014,2.42506724
0.0008499,12.00722367,2.425024865
0.00085,12.00733077,2.425010311
0.0008501,12.00743771,2.424995542
0.0008506,12.00796776,2.424915865
0.0008516,12.00901923,2.424745995
0.0008526,12.01005302,2.424555272
0.0008536,12.01106836,2.424344058
0.0008546,12.0120645,2.42411273
0.0008549,12.01235951,2.424039458
0.000855,12.01245744,2.424014641
0.0008551,12.01255517,2.423989628
0.0008556,12.01303816,2.423859247
0.0008566,12.01399366,2.423588928
0.0008576,12.01492785,2.423299713
0.0008586,12.01584008,2.422992034
0.0008596,12.01672972,2.422666336
0.0008599,12.01699214,2.422565171
0.00086,12.01707914,2.422531099
0.0008601,12.01716591,2.422496854
0.0008606,12.01759324,2.422320922
0.0008616,12.01843587,2.421960631
0.0008626,12.01925419,2.42158373
0.0008636,12.02004769,2.421190712
0.0008646,12.02081588,2.420782076
0.0008649,12.02104133,2.420656504
0.000865,12.02111597,2.420614347
0.0008651,12.02119034,2.420572041
0.0008656,12.02155501,2.42035649
0.0008666,12.02227114,2.419918229
0.0008676,12.02296063,2.419465911
0.0008686,12.02362312,2.419000074
0.0008696,12.02425823,2.41852126
0.0008699,12.02444339,2.418375155
0.00087,12.02450455,2.418326207
0.0008701,12.02456544,2.418277137
0.0008706,12.02486216,2.418028516
0.0008716,12.02544156,2.417525478
0.0008726,12.02599269,2.417011136
0.0008736,12.02651531,2.416486056
0.0008746,12.02700922,2.415950811
0.0008749,12.02715177,2.415788328
0.000875,12.02719871,2.415733977
0.0008751,12.02724535,2.415679533
0.0008756,12.0274706,2.415404827
0.0008766,12.02790652,2.414851056
0.0008776,12.02831324,2.414288858
0.0008786,12.02869067,2.413718819
0.0008796,12.02903873,2.413141525
0.0008799,12.02913741,2.412966997
0.00088,12.02916972,2.41290869
0.0008801,12.02920173,2.412850318
0.0008806,12.02935368,2.412556781
0.0008816,12.02964287,2.411966816
0.0008826,12.02990262,2.411371361
0.0008836,12.03013297,2.410771005
0.0008846,12.03033397,2.410166336
0.0008849,12.03038855,2.409984168
0.000885,12.03040616,2.409923373
0.0008851,12.03042348,2.409862544
0.0008856,12.03050205,2.409557523
0.0008866,12.03064465,2.408946056
0.0008876,12.03075823,2.408332027
0.0008886,12.03084295,2.407716016
0.0008896,12.030899,2.407098596
0.0008899,12.03091025,2.406913168
0.00089,12.03091343,2.406851345
0.0008901,12.03091633,2.406789515
0.0008906,12.03092305,2.406480284
0.0008916,12.03092244,2.405861829
0.0008926,12.03089385,2.405243667
0.0008936,12.03083757,2.404626352
0.0008946,12.0307539,2.404010438
0.0008949,12.0307235,2.403826005
0.000895,12.03071283,2.403764569
0.0008951,12.03070188,2.403703154
0.0008956,12.03063981,2.403396756
0.0008966,12.03050239,2.402785334
0.0008976,12.03033862,2.402176924
0.0008986,12.03014888,2.401572049
0.0008996,12.02993358,2.400971224
0.0008999,12.02986406,2.400791832
0.0009,12.02984038,2.400732127
0.0009001,12.02981646,2.40067247
0.0009006,12.02969004,2.40037557
0.0009016,12.02942497,2.39978442
0.0009026,12.02913568,2.399198813
0.0009036,12.02882264,2.39861923
0.0009046,12.02848636,2.39804614
0.0009049,12.02838101,2.397875538
0.000905,12.02834544,2.397818811
0.0009051,12.02830964,2.397762156
0.0009056,12.02812455,2.397480911
0.0009066,12.0277434,2.396922231
0.0009076,12.0273406,2.396371391
0.0009086,12.02691671,2.395828818
0.0009096,12.0264723,2.395294928
0.0009099,12.02633505,2.395136506
0.00091,12.02628891,2.395083882
0.0009101,12.02624256,2.39503135
0.0009106,12.02600552,2.394771295
0.0009116,12.02552193,2.394256021
0.0009126,12.02501961,2.393750605
0.0009136,12.02449921,2.393255417
0.0009146,12.02396135,2.392770811
0.0009149,12.02379667,2.392627537
0.000915,12.02374144,2.392579999
0.0009151,12.02368605,2.392532572
0.0009156,12.02340463,2.392298525
0.0009166,12.02283388,2.39183614
0.0009176,12.02224763,2.391385325
0.0009186,12.02164656,2.390946383
0.0009196,12.02103134,2.390519604
0.0009199,12.02084411,2.390393978
0.00092,12.02078143,2.390352352
0.0009201,12.02071862,2.390310852
0.0009206,12.02040104,2.390106842
0.0009216,12.01975968,2.389705235
0.0009226,12.01910623,2.389316576
0.0009236,12.01844142,2.388941099
0.0009246,12.01776593,2.388579025
0.0009249,12.0175613,2.388473044
0.000925,12.01749289,2.38843799
0.0009251,12.01742438,2.388403072
0.0009256,12.0170793,2.388232279
0.0009266,12.01638469,2.387897639
0.0009276,12.01568154,2.387576977
0.0009286,12.01497056,2.387270456
0.0009296,12.01425247,2.386978226
0.0009299,12.01403575,2.386893361
0.00093,12.01396339,2.386865362
0.0009301,12.01389096,2.386837507
0.0009306,12.01352725,2.386702235
0.0009316,12.01279717,2.386438991
0.0009326,12.01206211,2.386190398
0.0009336,12.01132279,2.385956549
0.0009346,12.01057992,2.385737522
0.0009349,12.01035645,2.385674713
0.000935,12.01028191,2.385654075
0.0009351,12.01020734,2.385633585
0.0009356,12.00983389,2.385535246
0.0009366,12.00908611,2.385346046
0.0009376,12.00833686,2.385171817
0.0009386,12.00758685,2.385012579
0.0009396,12.00683677,2.384868343
0.0009399,12.00661181,2.384827998
0.00094,12.00653684,2.384814849
0.0009401,12.00646188,2.38480185
0.0009406,12.00608742,2.384740976
0.0009416,12.00533929,2.384626709
0.0009426,12.0045931,2.384527385
0.0009436,12.0038495,2.384442959
0.0009446,12.00310915,2.384373373
0.0009449,12.00288776,2.384355382
0.000945,12.00281404,2.38434968
0.0009451,12.00274037,2.384344126
0.0009456,12.00237323,2.384320393
0.0009466,12.00164136,2.384280248
0.0009476,12.00091462,2.384254688
0.0009486,12.00019364,2.384243605
0.0009496,11.999479,2.384246879
0.0009499,11.99926592,2.384250644
0.00095,11.99919504,2.384252183
0.0009501,11.99912422,2.384253864
0.0009506,11.99877222,2.384266142
0.0009516,11.9980721,2.384297698
0.0009526,11.99738007,2.384343177
0.0009536,11.99669666,2.384402409
0.0009546,11.99602243,2.384475218
0.0009549,11.99582202,2.384499685
0.000955,11.99575541,2.384508108
0.0009551,11.9956889,2.384516663
0.0009556,11.99535916,2.384563072
0.0009566,11.9947049,2.384662431
0.0009576,11.99406135,2.384774769
0.0009586,11.993429,2.384899865
0.0009596,11.99280832,2.385037492
0.0009599,11.99262445,2.385081193
0.00096,11.9925634,2.385096006
0.0009601,11.99250248,2.38511094
0.0009606,11.99220131,2.385188927
0.0009616,11.99160537,2.38535086
0.0009626,11.99102241,2.385524582
0.0009636,11.99045285,2.38570983
0.0009646,11.98989708,2.38590633
0.0009649,11.98973309,2.38596744
0.000965,11.98967871,2.385988028
0.0009651,11.98962447,2.386008725
0.0009656,11.98935728,2.386115152
0.0009666,11.98883026,2.386333277
0.0009676,11.98831811,2.386561793
0.0009686,11.98782116,2.3868004
