"Time []","C1.V []","L1.I []"
0.0002635999999,11.7267572593861,3.5534812531949
0.0002645999999,11.7815350123254,3.55839833047778
0.0002648999997,11.7979134238671,3.5596599843281
0.0002649999999,11.8033667589845,3.56005870494269
0.0002650999999,11.8088169146469,3.56044652126906
0.0002655999999,11.8359735527196,3.56208678574186
0.0002665999999,11.8901030410558,3.56482601980411
0.0002675999999,11.9438422123375,3.56648656727017
0.0002685999999,11.997145976313,3.56707668538367
0.0002695999999,12.0499700446396,3.56660552517414
0.0002698999997,12.0657181683,3.5662584607667
0.0002699999999,12.0709569179341,3.56612178540712
0.0002700999999,12.0761902520015,3.56597463823718
0.0002705999999,12.1022018938318,3.56495261929886
0.0002715999999,12.1539318292127,3.56239128206842
0.0002725999999,12.20505445296,3.55880141924669
0.0002735999999,12.2555290055103,3.55419558466199
0.0002745999999,12.3053156824388,3.5485871377825
0.0002748999997,12.3201125748964,3.54671085426135
0.0002749999999,12.3250301938468,3.54606571020232
0.0002750999999,12.3299403809715,3.5454107396275
0.0002755999999,12.3542815540008,3.54186792408749
0.0002765999999,12.4025723840278,3.53429938470721
0.0002775999999,12.4500620553267,3.52577304031366
0.0002785999999,12.4967148492057,3.51630527126834
0.0002795999999,12.5424961273298,3.50591316150298
0.0002798999997,12.5560562559584,3.50261750655022
0.0002799999999,12.5605580729864,3.50150088998805
0.0002800999999,12.565050696662,3.5003752812184
0.0002805999999,12.5872564110913,3.49450271710749
0.0002815999999,12.6311912163742,3.48231824083284
0.0002825999999,12.6741574269779,3.46926475439931
0.0002835999999,12.716124931829,3.45536193081125
0.0002845999999,12.7570647958927,3.44063003353403
0.0002848999997,12.7691427873683,3.43605141383666
0.0002849999999,12.7731475737006,3.43450912039101
0.0002850999999,12.7771416875626,3.43295883112975
0.0002855999999,12.7968150437431,3.42499068069232
0.0002865999999,12.8356143887558,3.40866638636733
0.0002875999999,12.87330664683,3.39157717601147
0.0002885999999,12.9098677316604,3.37374543222657
0.0002895999999,12.9452747983231,3.35519400692673
0.0002898999997,12.9556690850935,3.34949117907837
0.0002899999999,12.9591102549462,3.34757639590877
0.0002900999999,12.9625395758004,3.34565474607803
0.0002905999999,12.9793575227617,3.33586117085041
0.0002915999999,13.0123905963229,3.31594368965957
0.0002925999999,13.0442088123117,3.29537769557322
0.0002935999999,13.0747943741749,3.27418766370835
0.0002945999999,13.1041307616498,3.25239841235011
0.0002948999997,13.1126860946324,3.24574796621489
0.0002949999999,13.1155125275692,3.2435197631363
0.0002950999999,13.1183262501418,3.24128592435858
0.0002955999999,13.1320434501379,3.22996548985721
0.0002965999999,13.1588354141881,3.20705670121395
0.0002975999999,13.1843364892496,3.18362498217957
0.0002985999999,13.2085352822574,3.1596962644645
0.0002995999999,13.2314216814969,3.13529669482696
0.0002998999997,13.2380305039157,3.12788834320962
0.0002999999999,13.2402069876906,3.12541010076155
0.0003000999999,13.2423702199242,3.12292752355393
0.0003005999999,13.2528210178742,3.11039931337519
0.0003015999999,13.2730565708994,3.08514053748745
0.0003025999999,13.2919572113698,3.05949039966476
0.0003035999999,13.3095179164265,3.0334756483868
0.0003045999999,13.3257349209927,3.0071231200126
0.0003048999997,13.330337623734,2.99915490769057
0.0003049999999,13.3318449247436,2.99649271981773
0.0003050999999,13.3333387509273,2.99382753614206
0.0003055999999,13.3404372896843,2.98042316324521
0.0003065999999,13.3539605347606,2.95347918500076
0.0003075999999,13.3661363987145,2.92627821566601
0.0003085999999,13.3769660558932,2.89884719111993
0.0003095999999,13.38645188803,2.8712130116807
0.0003098999997,13.3890359907812,2.86288655359524
0.0003099999999,13.3898705671855,2.86010764147947
0.0003100999999,13.3906917541318,2.85732707915815
0.0003105999999,13.3944303157873,2.84338277600028
0.0003115999999,13.4012411011158,2.81542606183124
0.0003125999999,13.4067224596589,2.7873464262235
0.0003135999999,13.4108814603237,2.75917038702367
0.0003145999999,13.4137263044927,2.7309243093755
0.0003148999997,13.414324628764,2.72244016223183
0.0003149999999,13.4144980085851,2.71961133393685
0.0003150999999,13.4146583772994,2.71678217755096
0.0003155999999,13.415104066472,2.70263113688624
0.0003165999999,13.4153510369731,2.67432658585179
0.0003175999999,13.4143152020076,2.64602992346198
0.0003185999999,13.412009105244,2.61776668038947
0.0003195999999,13.4084463261573,2.58956212607546
0.0003198999997,13.4071342456799,2.5811153899911
0.0003199999999,13.4066720986173,2.5783015780192
0.0003200999999,13.4061975903186,2.57548870833026
0.0003205999999,13.403487506952,2.56145383326074
0.0003215999999,13.3974581677437,2.53344437651379
0.0003225999999,13.3902189983833,2.50556760485251
0.0003235999999,13.381787494886,2.47784753991982
0.0003245999999,13.3721820737593,2.45030784423337
0.0003248999997,13.3690739443923,2.44208408166142
0.0003249999999,13.368014881601,2.43934698736126
0.0003250999999,13.3669443524389,2.43661202812722
0.0003255999999,13.3612794285329,2.42299923384189
0.0003265999999,13.3493875739231,2.39589256381733
0.0003275999999,13.3363824245584,2.36903486383252
0.0003285999999,13.3222858199294,2.34244818138764
0.0003295999999,13.3071203894477,2.31615411929387
0.0003298999997,13.30236527435,2.30832566752144
0.0003299999999,13.3007594149275,2.30572253762592
0.0003300999999,13.299143198223,2.30312263501277
0.0003305999999,13.2907808947484,2.29021482606529
0.0003315999999,13.2735517989858,2.26457149912795
0.0003325999999,13.255326312505,2.23928271801304
0.0003335999999,13.236129940299,2.214368155485
0.0003345999999,13.2159888350297,2.18984696773171
0.0003348999997,13.209765651312,2.1825697091242
0.0003349999999,13.2076729976835,2.18015226564033
0.0003350999999,13.2055712759387,2.17773902136671
0.0003355999999,13.1948173526955,2.16579084783975
0.0003365999999,13.1728711506495,2.1421139628063
0.0003375999999,13.1500623300736,2.11888462799907
0.0003385999999,13.1264193325022,2.09611981137331
0.0003395999999,13.1019710968789,2.0738359070795
0.0003398999997,13.0944833171379,2.06724654823036
0.0003399999999,13.0919719838802,2.06506008855643
0.0003400999999,13.0894530151354,2.06287866355742
0.0003405999999,13.0766525973652,2.05211213758376
0.0003415999999,13.0506863043156,2.03083874856696
0.0003425999999,13.0240043149313,2.01009184237449
0.0003435999999,12.9966372457722,1.98988542676745
0.0003445999999,12.9686160562294,1.97023289374744
0.0003448999997,12.9600861022786,1.96444679112931
0.0003449999999,12.9572304441868,1.96252947074822
0.0003450999999,12.9543686885409,1.96061787161549
0.0003455999999,12.9398968597018,1.95121890301848
0.0003465999999,12.9106654895358,1.9327132795261
0.0003475999999,12.8808746515681,1.91479787811506
0.0003485999999,12.8505563616466,1.89748356798291
0.0003495999999,12.8197428231728,1.88078057613472
0.0003498999997,12.8104062899806,1.87589013205556
0.0003499999999,12.8072849753664,1.87427243755483
0.0003500999999,12.8041591676445,1.87266099341182
0.0003505999999,12.7884113180224,1.86477688023159
0.0003515999999,12.7567085586217,1.84932568146515
0.0003525999999,12.7246079878981,1.83451251599996
0.0003535999999,12.692142248859,1.82034501363238
0.0003545999999,12.6593440195612,1.80683015094818
0.0003548999997,12.6494438650064,1.80290378991205
0.0003549999999,12.6461379393822,1.8016082055165
0.0003550999999,12.6428291530764,1.80031923842405
0.0003555999999,12.6262113090655,1.79405712533339
0.0003565999999,12.5928502030003,1.78186651021273
0.0003575999999,12.5592545444427,1.7703454627383
0.0003585999999,12.5254568519932,1.75949834877394
0.0003595999999,12.4914895328281,1.74932888492573
0.0003598999997,12.481270363592,1.74641060718199
0.0003599999999,12.477861347089,1.74545147355304
0.0003600999999,12.4744510928769,1.74449916111308
0.0003605999999,12.4573704421555,1.73992545669152
0.0003615999999,12.423164500687,1.7311201072631
0.0003625999999,12.3888851775528,1.7229996104807
0.0003635999999,12.3545641516851,1.71556511718832
0.0003645999999,12.3202328531253,1.70881714714022
0.0003648999997,12.3099354290874,1.70692664355392
0.0003649999999,12.3065034882769,1.70631020340367
0.0003650999999,12.3030718877229,1.70570062802768
0.0003655999999,12.2859277016022,1.70284135101165
0.0003665999999,12.2516728512822,1.69746534548281
0.0003675999999,12.2175002227689,1.6927736147423
0.0003685999999,12.1834399906024,1.68876421260858
0.0003695999999,12.1495219546188,1.68543459315637
0.0003698999997,12.1393780238219,1.68456789379885
0.0003699999999,12.1360002551413,1.68429251496913
0.0003700999999,12.1326243267072,1.68402389038728
0.0003705999999,12.1157994631419,1.68286589575586
0.0003715999999,12.082257188023,1.68088532924421
0.0003725999999,12.0489439701881,1.6795733176621
0.0003735999999,12.0158878780787,1.67892499917943
0.0003745999999,11.9831164935405,1.67893495546324
0.0003748999997,11.9733440574577,1.67906557372317
0.0003749999999,11.97009291531,1.67912213686353
0.0003750999999,11.9668450056546,1.67918519894256
0.0003755999999,11.9506981553437,1.67967821738913
0.0003765999999,11.9185801551069,1.68098543428462
0.0003775999999,11.8868264162113,1.68293136857144
0.0003785999999,11.855462372835,1.68550848068097
0.0003795999999,11.8245128764489,1.68870872818813
0.0003798999997,11.8153119712981,1.68978925292454
0.0003799999999,11.8122538692106,1.6901616878289
0.0003800999999,11.8092002580654,1.69054023370163
0.0003805999999,11.7940590723496,1.69259964297813
0.0003815999999,11.764013708757,1.69701891516706
0.0003825999999,11.7344537013527,1.70203424106597
0.0003835999999,11.7054014038536,1.7076356900139
0.0003845999999,11.6768785083641,1.71381289089173
0.0003848999997,11.6684275729478,1.7157769713384
0.0003849999999,11.6656216810723,1.71644292341628
0.0003850999999,11.66282138287,1.71711448035234
0.0003855999999,11.6489765963952,1.72062471438839
0.0003865999999,11.621577348675,1.72791917493769
0.0003875999999,11.5947683883365,1.73575571756757
0.0003885999999,11.5685686306353,1.74412234737785
0.0003895999999,11.5429962684976,1.75300669838652
0.0003898999997,11.5354491528998,1.75577136027922
0.0003899999999,11.5329464097451,1.75670296657979
0.0003900999999,11.5304501897829,1.75763956998026
0.0003905999999,11.5181508238052,1.7624580617422
0.0003915999999,11.4938869192019,1.77233768431213
0.0003925999999,11.4703004650639,1.78269581046948
0.0003935999999,11.4474066723838,1.793518739095
0.0003945999999,11.425219987828,1.80479247249288
0.0003948999997,11.4187036406683,1.80826069929524
0.0003949999999,11.4165459914095,1.80942545199266
0.0003950999999,11.4143956087785,1.81059451039247
0.0003955999999,11.4038453132017,1.81655605726046
0.0003965999999,11.3831146432848,1.82868645769559
0.0003975999999,11.3631296798198,1.84122401446454
0.0003985999999,11.3439017577073,1.85415370008927
0.0003995999999,11.3254414243425,1.86746026826878
